Item Identifier,Item Fat Content,Item Type,Outlet Establishment Year,Outlet Location Type,Outlet Size,Outlet Type,Total Amount,Rating
NCP42,Low Fat,Household,2020,Tier 2,Small,Supermarket Type1,17621.11395,3.8
FDK43,Low Fat,Meat,2015,Tier 2,Medium,Supermarket Type1,11588.2805,3.8
FDA44,Low Fat,Fruits and Vegetables,2011,Tier 3,Medium,Grocery Store,4927.01825,3.8
NCG43,Low Fat,Household,2022,Tier 3,Medium,Supermarket Type2,8496.69455,3.8
FDS45,Regular,Snack Foods,2000,Tier 3,High,Supermarket Type1,9517.96355,3.8
FDS03,Low Fat,Meat,2011,Tier 3,Medium,Grocery Store,5711.25465,3.8
FDQ23,Low Fat,Breads,2017,Tier 2,Small,Supermarket Type1,9082.1463,3.8
FDO13,Low Fat,Breakfast,2000,Tier 3,High,Supermarket Type1,14986.24715,3.8
DRD49,Low Fat,Soft Drinks,2017,Tier 2,Small,Supermarket Type1,21610.9401,3.8
NCK17,Low Fat,Health and Hygiene,1998,Tier 3,Medium,Supermarket Type3,3749.707,3.8
FDT08,Low Fat,Fruits and Vegetables,2012,Tier 1,Medium,Supermarket Type1,13583.07625,3.8
FDL46,low fat,Snack Foods,2020,Tier 2,Medium,Supermarket Type1,10644.68065,3.8
NCQ05,Low Fat,Health and Hygiene,2011,Tier 3,Medium,Grocery Store,13552.9147,3.8
FDW46,reg,Snack Foods,2022,Tier 3,Medium,Supermarket Type2,5951.8431,3.8
FDR19,Regular,Fruits and Vegetables,2000,Tier 3,High,Supermarket Type1,13114.24555,3.8
FDE45,Low Fat,Fruits and Vegetables,2010,Tier 1,Small,Supermarket Type1,16046.46805,3.8
NCO17,Low Fat,Health and Hygiene,2017,Tier 2,Small,Supermarket Type1,10888.121,3.8
FDM21,LF,Snack Foods,2012,Tier 1,Medium,Supermarket Type1,23082.75515,3.8
FDV24,Low Fat,Baking Goods,2012,Tier 1,Medium,Supermarket Type1,13420.62625,3.8
FDG60,Low Fat,Baking Goods,2012,Tier 1,Medium,Supermarket Type1,21087.9594,3.8
FDO13,Low Fat,Breakfast,2012,Tier 1,Medium,Supermarket Type1,14923.07215,3.8
FDO50,Low Fat,Canned,2012,Tier 1,Medium,Supermarket Type1,8409.5311,3.8
FDS26,Low Fat,Dairy,2012,Tier 1,Medium,Supermarket Type1,23659.88585,3.8
DRH39,Low Fat,Dairy,2012,Tier 1,Medium,Supermarket Type1,7009.44675,3.8
FDF09,Low Fat,Fruits and Vegetables,2012,Tier 1,Medium,Supermarket Type1,3383.0032,3.8
FDE57,Low Fat,Fruits and Vegetables,2012,Tier 1,Medium,Supermarket Type1,12898.11485,3.8
FDW08,Low Fat,Fruits and Vegetables,2012,Tier 1,Medium,Supermarket Type1,9433.652,3.8
NCV41,Low Fat,Health and Hygiene,2012,Tier 1,Medium,Supermarket Type1,9884.4327,3.8
FDD22,Low Fat,Snack Foods,2012,Tier 1,Medium,Supermarket Type1,10266.3346,3.8
DRJ25,Low Fat,Soft Drinks,2012,Tier 1,Medium,Supermarket Type1,4401.4203,3.8
FDB12,Regular,Baking Goods,2012,Tier 1,Medium,Supermarket Type1,9554.2982,3.8
FDF24,Regular,Baking Goods,2012,Tier 1,Medium,Supermarket Type1,7517.22935,3.8
FDS46,Regular,Snack Foods,2012,Tier 1,Medium,Supermarket Type1,10909.25755,3.8
NCJ30,low fat,Household,2012,Tier 1,Medium,Supermarket Type1,15268.40475,3.8
FDR15,reg,Meat,2012,Tier 1,Medium,Supermarket Type1,14135.98385,3.8
FDA10,LF,Snack Foods,1998,Tier 1,Small,Grocery Store,11200.6748,3.8
FDY21,LF,Snack Foods,1998,Tier 1,Small,Grocery Store,17689.99275,3.8
DRG37,LF,Soft Drinks,1998,Tier 1,Small,Grocery Store,13934.3473,3.8
FDT60,Low Fat,Baking Goods,1998,Tier 1,Small,Grocery Store,11176.4517,3.8
FDW48,Low Fat,Baking Goods,1998,Tier 1,Small,Grocery Store,7388.02745,3.8
FDG02,Low Fat,Canned,1998,Tier 1,Small,Grocery Store,17320.6717,3.8
FDG32,Low Fat,Fruits and Vegetables,1998,Tier 1,Small,Grocery Store,20042.4673,3.8
DRI11,Low Fat,Hard Drinks,1998,Tier 1,Small,Grocery Store,10467.50185,3.8
NCN29,Low Fat,Health and Hygiene,1998,Tier 1,Small,Grocery Store,4350.35685,3.8
NCB31,Low Fat,Household,1998,Tier 1,Small,Grocery Store,23671.76275,3.8
NCN43,Low Fat,Others,1998,Tier 1,Small,Grocery Store,10953.91325,3.8
FDG12,Regular,Baking Goods,1998,Tier 1,Small,Grocery Store,10948.20945,3.8
FDV60,Regular,Baking Goods,1998,Tier 1,Small,Grocery Store,17870.49275,3.8
FDZ32,Regular,Fruits and Vegetables,1998,Tier 1,Small,Grocery Store,9674.4751,3.8
NCF55,LF,Household,2010,Tier 1,Small,Supermarket Type1,3013.21285,3.8
FDA11,Low Fat,Baking Goods,2010,Tier 1,Small,Supermarket Type1,8352.0599,3.8
FDO12,Low Fat,Baking Goods,2010,Tier 1,Small,Supermarket Type1,17548.6793,3.8
FDE38,Low Fat,Canned,2010,Tier 1,Small,Supermarket Type1,14826.64905,3.8
DRD15,Low Fat,Dairy,2010,Tier 1,Small,Supermarket Type1,21015.99405,3.8
FDE53,Low Fat,Frozen Foods,2010,Tier 1,Small,Supermarket Type1,9605.127,3.8
FDB45,Low Fat,Fruits and Vegetables,2010,Tier 1,Small,Supermarket Type1,9524.13665,3.8
NCZ29,Low Fat,Health and Hygiene,2010,Tier 1,Small,Supermarket Type1,11302.56705,3.8
NCF06,Low Fat,Household,2010,Tier 1,Small,Supermarket Type1,23284.15705,3.8
NCT18,Low Fat,Household,2010,Tier 1,Small,Supermarket Type1,16217.7084,3.8
FDY51,Low Fat,Meat,2010,Tier 1,Small,Supermarket Type1,19862.20195,3.8
NCK31,Low Fat,Others,2010,Tier 1,Small,Supermarket Type1,4572.66065,3.8
FDQ58,Low Fat,Snack Foods,2010,Tier 1,Small,Supermarket Type1,13937.6685,3.8
FDP34,Low Fat,Snack Foods,2010,Tier 1,Small,Supermarket Type1,14039.56075,3.8
FDP10,Low Fat,Snack Foods,2010,Tier 1,Small,Supermarket Type1,9662.36355,3.8
DRE12,Low Fat,Soft Drinks,2010,Tier 1,Small,Supermarket Type1,10341.3865,3.8
FDX12,Regular,Baking Goods,2010,Tier 1,Small,Supermarket Type1,21824.2189,3.8
FDL51,Regular,Dairy,2010,Tier 1,Small,Supermarket Type1,19312.3809,3.8
FDW43,Regular,Fruits and Vegetables,2010,Tier 1,Small,Supermarket Type1,20423.8999,3.8
FDM15,Regular,Meat,2010,Tier 1,Small,Supermarket Type1,13531.77815,3.8
FDM45,Regular,Snack Foods,2010,Tier 1,Small,Supermarket Type1,10800.7229,3.8
FDR22,Regular,Snack Foods,2010,Tier 1,Small,Supermarket Type1,9977.5346,3.8
FDP52,reg,Frozen Foods,2010,Tier 1,Small,Supermarket Type1,20775.64025,3.8
NCY41,LF,Health and Hygiene,2015,Tier 2,Medium,Supermarket Type1,3398.2013,3.8
NCK42,LF,Household,2015,Tier 2,Medium,Supermarket Type1,19360.3578,3.8
FDG24,LF,Baking Goods,2020,Tier 2,Medium,Supermarket Type1,7502.03125,3.8
NCD31,LF,Household,2020,Tier 2,Medium,Supermarket Type1,14968.19715,3.8
FDW35,Low Fat,Breads,2015,Tier 2,Medium,Supermarket Type1,3957.04735,3.8
FDT59,Low Fat,Breads,2015,Tier 2,Medium,Supermarket Type1,20935.0037,3.8
FDY27,Low Fat,Dairy,2015,Tier 2,Medium,Supermarket Type1,16067.6046,3.8
FDU02,Low Fat,Dairy,2015,Tier 2,Medium,Supermarket Type1,20652.3768,3.8
NCU53,Low Fat,Health and Hygiene,2015,Tier 2,Small,Supermarket Type1,14781.52405,3.8
NCZ29,Low Fat,Health and Hygiene,2015,Tier 2,Small,Supermarket Type1,11528.19205,3.8
NCJ18,Low Fat,Household,2015,Tier 2,Small,Supermarket Type1,10813.0691,3.8
NCH07,Low Fat,Household,2015,Tier 2,Small,Supermarket Type1,14328.1261,3.8
NCO42,Low Fat,Household,2015,Tier 2,Small,Supermarket Type1,13096.19555,3.8
NCL19,Low Fat,Others,2015,Tier 2,Small,Supermarket Type1,12946.09175,3.8
FDE22,Low Fat,Snack Foods,2015,Tier 2,Small,Supermarket Type1,14412.203,3.8
FDN10,Low Fat,Snack Foods,2015,Tier 2,Small,Supermarket Type1,10858.1941,3.8
FDK34,Low Fat,Snack Foods,2015,Tier 2,Small,Supermarket Type1,21331.1651,3.8
FDM10,Low Fat,Snack Foods,2015,Tier 2,Small,Supermarket Type1,19315.46745,3.8
FDT60,Low Fat,Baking Goods,2020,Tier 2,Small,Supermarket Type1,11203.5267,3.8
FDU48,Low Fat,Baking Goods,2020,Tier 2,Small,Supermarket Type1,12032.8881,3.8
FDM13,Low Fat,Breakfast,2020,Tier 2,Small,Supermarket Type1,12008.89965,3.8
FDW37,Low Fat,Canned,2020,Tier 2,Small,Supermarket Type1,8208.1292,3.8
FDW49,Low Fat,Canned,2020,Tier 2,Small,Supermarket Type1,16263.06805,3.8
FDD04,Low Fat,Dairy,2020,Tier 2,Small,Supermarket Type1,12852.98985,3.8
FDZ20,Low Fat,Fruits and Vegetables,2020,Tier 2,Small,Supermarket Type1,23080.1379,3.8
FDM56,Low Fat,Fruits and Vegetables,2020,Tier 2,Small,Supermarket Type1,9746.2058,3.8
NCO41,Low Fat,Health and Hygiene,2020,Tier 2,Small,Supermarket Type1,9037.4906,3.8
NCH07,Low Fat,Household,2020,Tier 2,Small,Supermarket Type1,14273.9761,3.8
NCC18,Low Fat,Household,2020,Tier 2,High,Supermarket Type1,15562.90855,3.8
FDK55,Low Fat,Meat,2020,Tier 2,High,Supermarket Type1,7916.4773,3.8
NCN55,Low Fat,Others,2020,Tier 2,High,Supermarket Type1,21592.65545,3.8
NCQ38,Low Fat,Others,2020,Tier 2,High,Supermarket Type1,9433.652,3.8
FDT46,Low Fat,Snack Foods,2020,Tier 2,High,Supermarket Type1,4684.0472,3.8
FDN10,Low Fat,Snack Foods,2020,Tier 2,High,Supermarket Type1,10731.8441,3.8
FDA10,Low Fat,Snack Foods,2020,Tier 2,High,Supermarket Type1,11119.4498,3.8
FDA34,Low Fat,Starchy Foods,2020,Tier 2,High,Supermarket Type1,15505.672,3.8
FDE59,Low Fat,Starchy Foods,2020,Tier 2,High,Supermarket Type1,3307.9513,3.8
FDS36,Regular,Baking Goods,2015,Tier 2,High,Supermarket Type1,9761.16925,3.8
FDI12,Regular,Baking Goods,2015,Tier 2,High,Supermarket Type1,7976.8004,3.8
FDX36,Regular,Baking Goods,2015,Tier 2,High,Supermarket Type1,20445.2711,3.8
FDH60,Regular,Baking Goods,2015,Tier 2,High,Supermarket Type1,17861.46775,3.8
FDS59,Regular,Breads,2015,Tier 2,High,Supermarket Type1,9986.79425,3.8
FDK25,Regular,Breakfast,2015,Tier 2,High,Supermarket Type1,15184.32785,3.8
FDH50,Regular,Canned,2015,Tier 2,High,Supermarket Type1,16779.87565,3.8
FDR55,Regular,Fruits and Vegetables,2015,Tier 2,High,Supermarket Type1,17182.4448,3.8
FDZ39,Regular,Meat,2015,Tier 2,High,Supermarket Type1,9259.55975,3.8
FDE10,Regular,Snack Foods,2015,Tier 2,High,Supermarket Type1,11864.49965,3.8
FDM45,Regular,Snack Foods,2015,Tier 2,High,Supermarket Type1,10773.6479,3.8
FDF34,Regular,Snack Foods,2015,Tier 2,High,Supermarket Type1,17734.8831,3.8
FDY60,Regular,Baking Goods,2020,Tier 2,High,Supermarket Type1,13069.3552,3.8
FDB04,Regular,Dairy,2020,Tier 2,High,Supermarket Type1,8076.0754,3.8
FDH52,Regular,Frozen Foods,2020,Tier 2,High,Supermarket Type1,5552.12585,3.8
FDX52,Regular,Frozen Foods,2020,Tier 2,High,Supermarket Type1,17597.1255,3.8
FDR44,Regular,Fruits and Vegetables,2020,Tier 2,High,Supermarket Type1,11705.1362,3.8
FDV20,Regular,Fruits and Vegetables,2020,Tier 2,Medium,Supermarket Type1,11648.36895,3.8
FDV27,Regular,Meat,2020,Tier 2,Medium,Supermarket Type1,8163.23885,3.8
FDI34,Regular,Snack Foods,2020,Tier 2,Medium,Supermarket Type1,20700.3537,3.8
FDW58,LF,Snack Foods,2017,Tier 2,Small,Supermarket Type1,9671.38855,3.8
FDU36,Low Fat,Baking Goods,2017,Tier 2,Small,Supermarket Type1,8829.9156,3.8
FDB60,Low Fat,Baking Goods,2017,Tier 2,Small,Supermarket Type1,17563.8774,3.8
FDI26,Low Fat,Canned,2017,Tier 2,Small,Supermarket Type1,16058.5796,3.8
FDR49,Low Fat,Canned,2017,Tier 2,Small,Supermarket Type1,4163.9184,3.8
FDY13,Low Fat,Canned,2017,Tier 2,Small,Supermarket Type1,7045.54675,3.8
FDT02,Low Fat,Dairy,2017,Tier 2,Small,Supermarket Type1,3112.48785,3.8
NCP18,Low Fat,Household,2017,Tier 2,Small,Supermarket Type1,13634.1397,3.8
NCX18,Low Fat,Household,2017,Tier 2,Small,Supermarket Type1,17599.74275,3.8
NCB43,Low Fat,Household,2017,Tier 2,Small,Supermarket Type1,16939.00445,3.8
FDE47,Low Fat,Starchy Foods,2017,Tier 2,Small,Supermarket Type1,11398.99015,3.8
FDS36,Regular,Baking Goods,2017,Tier 2,Small,Supermarket Type1,9914.59425,3.8
FDM12,Regular,Baking Goods,2017,Tier 2,Small,Supermarket Type1,17023.08135,3.8
FDB26,Regular,Canned,2017,Tier 2,Small,Supermarket Type1,4743.901,3.8
FDH56,Regular,Fruits and Vegetables,2017,Tier 2,Small,Supermarket Type1,10590.7653,3.8
FDU31,Regular,Fruits and Vegetables,2017,Tier 2,Small,Supermarket Type1,19561.7597,3.8
FDG10,Regular,Snack Foods,2017,Tier 2,Small,Supermarket Type1,5041.2567,3.8
FDS58,Regular,Snack Foods,2017,Tier 2,Small,Supermarket Type1,14544.49145,3.8
DRM49,Regular,Soft Drinks,2017,Tier 2,Small,Supermarket Type1,4206.42615,3.8
NCS42,low fat,Household,2017,Tier 2,Small,Supermarket Type1,8232.11765,3.8
FDU23,Low Fat,Breads,2011,Tier 3,Medium,Grocery Store,14983.1606,3.8
FDX01,Low Fat,Canned,2011,Tier 3,Medium,Grocery Store,10659.87875,3.8
FDA43,Low Fat,Fruits and Vegetables,2011,Tier 3,Medium,Grocery Store,17587.86585,3.8
NCN29,Low Fat,Health and Hygiene,2011,Tier 3,Medium,Grocery Store,4431.58185,3.8
NCZ30,Low Fat,Household,2011,Tier 3,Medium,Grocery Store,10957.23445,3.8
NCH30,Low Fat,Household,2011,Tier 3,Medium,Grocery Store,10196.9865,3.8
FDL46,Low Fat,Snack Foods,2011,Tier 3,High,Grocery Store,10789.08065,3.8
FDE17,Regular,Frozen Foods,2011,Tier 3,High,Grocery Store,13739.35315,3.8
FDQ08,Regular,Fruits and Vegetables,2011,Tier 3,High,Grocery Store,5699.6124,3.8
FDT32,Regular,Fruits and Vegetables,2011,Tier 3,High,Grocery Store,17041.13135,3.8
FDM09,Regular,Snack Foods,2011,Tier 3,High,Grocery Store,15340.60475,3.8
FDD10,Regular,Snack Foods,2011,Tier 3,Small,Grocery Store,15995.4046,3.8
FDS21,reg,Snack Foods,2011,Tier 3,Small,Grocery Store,5588.22585,3.8
FDW49,LF,Canned,2000,Tier 3,High,Supermarket Type1,16172.81805,3.8
FDW11,Low Fat,Breads,2000,Tier 3,High,Supermarket Type1,5452.85085,3.8
FDH27,Low Fat,Dairy,2000,Tier 3,High,Supermarket Type1,13159.6052,3.8
FDU07,Low Fat,Fruits and Vegetables,2000,Tier 3,High,Supermarket Type1,13703.25315,3.8
FDI32,Low Fat,Fruits and Vegetables,2000,Tier 3,High,Supermarket Type1,10575.80185,3.8
DRK23,Low Fat,Hard Drinks,2000,Tier 3,High,Supermarket Type1,22996.061,3.8
NCJ17,Low Fat,Health and Hygiene,2000,Tier 3,High,Supermarket Type1,7718.3966,3.8
NCY29,Low Fat,Health and Hygiene,2000,Tier 3,High,Supermarket Type1,5017.26825,3.8
NCO54,Low Fat,Household,2000,Tier 3,High,Supermarket Type1,5158.81635,3.8
NCN19,Low Fat,Others,2000,Tier 3,High,Supermarket Type1,17134.23325,3.8
NCQ38,Low Fat,Others,2000,Tier 3,High,Supermarket Type1,9523.902,3.8
FDZ36,Regular,Baking Goods,2000,Tier 3,High,Supermarket Type1,16996.241,3.8
FDL24,Regular,Baking Goods,2000,Tier 3,High,Supermarket Type1,15617.05855,3.8
FDV60,Regular,Baking Goods,2000,Tier 3,High,Supermarket Type1,17798.29275,3.8
FDJ38,Regular,Canned,2000,Tier 3,High,Supermarket Type1,17016.90825,3.8
FDD38,Regular,Canned,2000,Tier 3,High,Supermarket Type1,9139.38285,3.8
FDD40,Regular,Dairy,2000,Tier 3,High,Supermarket Type1,17491.91205,3.8
FDS16,Regular,Frozen Foods,2000,Tier 3,High,Supermarket Type1,13147.259,3.8
FDY03,Regular,Meat,2000,Tier 3,High,Supermarket Type1,10091.77305,3.8
FDO09,Regular,Snack Foods,2000,Tier 3,High,Supermarket Type1,23599.56275,3.8
FDV22,Regular,Snack Foods,2000,Tier 3,High,Supermarket Type1,14211.03575,3.8
FDW35,LF,Breads,2022,Tier 3,Medium,Supermarket Type2,3866.79735,3.8
FDH24,Low Fat,Baking Goods,2022,Tier 3,Medium,Supermarket Type2,14216.9742,3.8
FDA38,Low Fat,Dairy,2022,Tier 3,Medium,Supermarket Type2,21583.63045,3.8
FDB51,Low Fat,Dairy,2022,Tier 3,Medium,Supermarket Type2,5549.0393,3.8
FDV02,Low Fat,Dairy,2022,Tier 3,Medium,Supermarket Type2,15379.55665,3.8
FDX50,Low Fat,Dairy,2022,Tier 3,Medium,Supermarket Type2,9830.2827,3.8
FDR26,Low Fat,Dairy,2022,Tier 3,Medium,Supermarket Type2,15992.5527,3.8
FDP04,Low Fat,Frozen Foods,2022,Tier 3,Medium,Supermarket Type2,5642.1412,3.8
FDI52,Low Fat,Frozen Foods,2022,Tier 3,Medium,Supermarket Type2,10984.0748,3.8
NCO17,Low Fat,Health and Hygiene,2022,Tier 3,Medium,Supermarket Type2,10915.196,3.8
NCK53,Low Fat,Health and Hygiene,2022,Tier 3,Medium,Supermarket Type2,8853.90405,3.8
NCL41,Low Fat,Health and Hygiene,2022,Tier 3,Medium,Supermarket Type2,3268.9994,3.8
NCD42,Low Fat,Health and Hygiene,2022,Tier 3,Medium,Supermarket Type2,3587.49165,3.8
NCX17,Low Fat,Health and Hygiene,2022,Tier 3,Medium,Supermarket Type2,21030.9575,3.8
NCP02,Low Fat,Household,2022,Tier 3,Medium,Supermarket Type2,5347.87205,3.8
NCC55,Low Fat,Household,2022,Tier 3,Medium,Supermarket Type2,3256.6532,3.8
FDK15,Low Fat,Meat,2022,Tier 3,Medium,Supermarket Type2,9070.50405,3.8
NCO43,Low Fat,Others,2022,Tier 3,Medium,Supermarket Type2,9070.2694,3.8
FDQ34,Low Fat,Snack Foods,2022,Tier 3,Medium,Supermarket Type2,9472.83855,3.8
FDB59,Low Fat,Snack Foods,2022,Tier 3,Medium,Supermarket Type2,18050.7581,3.8
DRA12,Low Fat,Soft Drinks,2022,Tier 3,Medium,Supermarket Type2,12816.88985,3.8
DRH49,Low Fat,Soft Drinks,2022,Tier 3,Medium,Supermarket Type2,7568.2928,3.8
FDZ36,Regular,Baking Goods,2022,Tier 3,Medium,Supermarket Type2,16942.091,3.8
FDB49,Regular,Baking Goods,2022,Tier 3,Medium,Supermarket Type2,8893.0906,3.8
FDU49,Regular,Canned,2022,Tier 3,Medium,Supermarket Type2,7766.3735,3.8
FDX27,Regular,Dairy,2022,Tier 3,Medium,Supermarket Type2,8514.5099,3.8
FDQ31,Regular,Fruits and Vegetables,2022,Tier 3,Medium,Supermarket Type2,7859.4754,3.8
FDG08,Regular,Fruits and Vegetables,2022,Tier 3,Medium,Supermarket Type2,15421.5951,3.8
FDO19,Regular,Fruits and Vegetables,2022,Tier 3,Medium,Supermarket Type2,4323.28185,3.8
FDI20,LF,Fruits and Vegetables,1998,Tier 3,Medium,Supermarket Type3,19093.16365,3.8
FDX24,Low Fat,Baking Goods,1998,Tier 3,Medium,Supermarket Type3,8523.76955,3.8
FDO50,Low Fat,Canned,1998,Tier 3,Medium,Supermarket Type3,8400.5061,3.8
FDV49,Low Fat,Canned,1998,Tier 3,Medium,Supermarket Type3,23701.68965,3.8
FDD29,Low Fat,Frozen Foods,1998,Tier 3,Medium,Supermarket Type3,23047.12445,3.8
FDE09,Low Fat,Fruits and Vegetables,1998,Tier 3,Medium,Supermarket Type3,10064.9327,3.8
FDJ32,Low Fat,Fruits and Vegetables,1998,Tier 3,Medium,Supermarket Type3,5645.4624,3.8
FDN32,Low Fat,Fruits and Vegetables,1998,Tier 3,Medium,Supermarket Type3,16752.80065,3.8
FDZ56,Low Fat,Fruits and Vegetables,1998,Tier 3,Medium,Supermarket Type3,15184.32785,3.8
DRI23,Low Fat,Hard Drinks,1998,Tier 3,Medium,Supermarket Type3,14409.11645,3.8
DRL47,Low Fat,Hard Drinks,1998,Tier 3,Medium,Supermarket Type3,11510.14205,3.8
NCB07,Low Fat,Household,1998,Tier 3,Medium,Supermarket Type3,17816.34275,3.8
NCF42,Low Fat,Household,1998,Tier 3,Medium,Supermarket Type3,15899.4508,3.8
NCK06,Low Fat,Household,1998,Tier 3,Medium,Supermarket Type3,11116.5979,3.8
NCM07,Low Fat,Others,1998,Tier 3,Medium,Supermarket Type3,7580.1697,3.8
NCO02,Low Fat,Others,1998,Tier 3,Medium,Supermarket Type3,6093.15655,3.8
FDI57,Low Fat,Seafood,1998,Tier 3,Medium,Supermarket Type3,17668.8562,3.8
FDE46,Low Fat,Snack Foods,1998,Tier 3,Medium,Supermarket Type3,13603.97815,3.8
FDJ36,Regular,Baking Goods,1998,Tier 3,Medium,Supermarket Type3,9434.1213,3.8
FDB38,Regular,Canned,1998,Tier 3,Medium,Supermarket Type3,14412.203,3.8
FDD26,Regular,Canned,1998,Tier 3,Medium,Supermarket Type3,16839.9641,3.8
FDR01,Regular,Canned,1998,Tier 3,Medium,Supermarket Type3,18065.72155,3.8
FDR25,Regular,Canned,1998,Tier 3,Medium,Supermarket Type3,23806.9031,3.8
FDN03,Regular,Meat,1998,Tier 3,Medium,Supermarket Type3,22439.8322,3.8
FDR27,Regular,Meat,1998,Tier 3,Medium,Supermarket Type3,11804.17655,3.8
FDU51,Regular,Meat,1998,Tier 3,Medium,Supermarket Type3,16127.9277,3.8
FDX39,Regular,Meat,1998,Tier 3,Medium,Supermarket Type3,18930.71365,3.8
FDT09,Regular,Snack Foods,1998,Tier 3,Medium,Supermarket Type3,12023.8631,3.8
FDQ20,low fat,Fruits and Vegetables,1998,Tier 3,Medium,Supermarket Type3,3683.44545,3.8
FDX07,Regular,Fruits and Vegetables,2011,Tier 3,Small,Grocery Store,16434.07375,3.7
FDO23,Low Fat,Breads,2015,Tier 2,Small,Supermarket Type1,8406.2099,3.7
FDX10,Regular,Snack Foods,1998,Tier 3,Medium,Supermarket Type3,3338.11285,3.7
FDL12,Regular,Baking Goods,2010,Tier 1,Small,Supermarket Type1,5471.1355,3.7
FDY21,Low Fat,Snack Foods,2010,Tier 1,Small,Supermarket Type1,17554.61775,3.7
NCP18,Low Fat,Household,1998,Tier 3,Medium,Supermarket Type3,13534.8647,3.7
DRB48,Regular,Soft Drinks,2000,Tier 3,High,Supermarket Type1,3500.09355,3.7
NCO26,Low Fat,Household,2010,Tier 1,Small,Supermarket Type1,10473.4403,3.7
FDA45,Low Fat,Snack Foods,2017,Tier 2,Small,Supermarket Type1,16085.88925,3.7
FDR07,Low Fat,Fruits and Vegetables,1998,Tier 3,Medium,Supermarket Type3,8755.09835,3.7
NCB30,Low Fat,Household,1998,Tier 3,Medium,Supermarket Type3,17942.4581,3.7
FDX49,reg,Canned,1998,Tier 3,Medium,Supermarket Type3,20994.8575,3.7
FDS45,Regular,Snack Foods,1998,Tier 1,Small,Grocery Store,9689.43855,3.7
FDY59,Low Fat,Baking Goods,2012,Tier 1,Medium,Supermarket Type1,8514.74455,3.7
FDW43,Regular,Fruits and Vegetables,2012,Tier 1,Medium,Supermarket Type1,20469.0249,3.7
NCM07,Low Fat,Others,2017,Tier 2,Small,Supermarket Type1,7444.7947,3.7
NCM55,Low Fat,Others,2011,Tier 3,Medium,Grocery Store,16677.5141,3.7
FDK20,Regular,Fruits and Vegetables,2012,Tier 1,Medium,Supermarket Type1,11191.6498,3.7
DRK23,Low Fat,Hard Drinks,2022,Tier 3,Medium,Supermarket Type2,22932.886,3.7
FDX33,Regular,Snack Foods,1998,Tier 3,Medium,Supermarket Type3,14391.06645,3.7
FDY02,Regular,Dairy,2020,Tier 2,Medium,Supermarket Type1,23897.38775,3.7
FDD50,Low Fat,Canned,2010,Tier 1,Small,Supermarket Type1,15172.2163,3.7
FDK34,Low Fat,Snack Foods,2000,Tier 3,High,Supermarket Type1,21683.1401,3.7
FDE35,Regular,Starchy Foods,2011,Tier 3,Medium,Grocery Store,5314.8586,3.7
FDS21,Regular,Snack Foods,2022,Tier 3,Medium,Supermarket Type2,5597.25085,3.7
FDQ56,Low Fat,Fruits and Vegetables,2017,Tier 2,Small,Supermarket Type1,7733.5947,3.7
FDH10,Low Fat,Snack Foods,2000,Tier 3,High,Supermarket Type1,17603.06395,3.7
FDR14,Low Fat,Dairy,2020,Tier 2,Medium,Supermarket Type1,5011.56445,3.7
FDO13,Low Fat,Breakfast,2020,Tier 2,Medium,Supermarket Type1,15013.32215,3.7
FDZ56,Low Fat,Fruits and Vegetables,2000,Tier 3,High,Supermarket Type1,15175.30285,3.7
FDK40,LF,Frozen Foods,2012,Tier 1,Medium,Supermarket Type1,23807.13775,3.7
FDQ16,LF,Frozen Foods,2012,Tier 1,Medium,Supermarket Type1,9962.8058,3.7
FDY31,LF,Fruits and Vegetables,2012,Tier 1,Medium,Supermarket Type1,13378.82245,3.7
FDW36,Low Fat,Baking Goods,2012,Tier 1,Medium,Supermarket Type1,9644.31355,3.7
FDV50,Low Fat,Dairy,2012,Tier 1,Medium,Supermarket Type1,11224.66325,3.7
FDC41,Low Fat,Frozen Foods,2012,Tier 1,Medium,Supermarket Type1,7045.54675,3.7
DRN59,Low Fat,Hard Drinks,2012,Tier 1,Medium,Supermarket Type1,4079.8415,3.7
NCN05,Low Fat,Health and Hygiene,2012,Tier 1,Medium,Supermarket Type1,16452.12375,3.7
NCS53,Low Fat,Health and Hygiene,2012,Tier 1,Medium,Supermarket Type1,14472.5261,3.7
NCD07,Low Fat,Household,2012,Tier 1,Medium,Supermarket Type1,10157.79995,3.7
NCC07,Low Fat,Household,2012,Tier 1,Medium,Supermarket Type1,9439.8251,3.7
FDH34,Low Fat,Snack Foods,2012,Tier 1,Medium,Supermarket Type1,16602.22755,3.7
FDP58,Low Fat,Snack Foods,2012,Tier 1,Medium,Supermarket Type1,19922.52505,3.7
FDS57,Low Fat,Snack Foods,2012,Tier 1,Medium,Supermarket Type1,12955.11675,3.7
FDB59,Low Fat,Snack Foods,2012,Tier 1,Medium,Supermarket Type1,17870.2581,3.7
FDK60,Regular,Baking Goods,2012,Tier 1,Medium,Supermarket Type1,8592.4137,3.7
FDO01,Regular,Breakfast,2012,Tier 1,Medium,Supermarket Type1,11624.14585,3.7
FDR32,Regular,Fruits and Vegetables,2012,Tier 1,Medium,Supermarket Type1,20538.13835,3.7
FDT32,Regular,Fruits and Vegetables,2012,Tier 1,Medium,Supermarket Type1,17113.33135,3.7
DRB13,Regular,Soft Drinks,2012,Tier 1,Medium,Supermarket Type1,17025.93325,3.7
